ORL10,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,130.3,171.3,,,,,
1-Sep,Appia Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,116.2,,,,,
2-Sep,Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,,,,,,,,
3-Sep,Mt. Etna,,,,,,,,,,,,,,,,,,,,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Sep,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,,,,
5-Sep,Mediolanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,
6-Sep,Germania,436.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,
7-Sep,Massilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,,,54.3,,,,,
8-Sep,Gaul,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,59.1,,,116.8,,,,,
9-Sep,Britannia,,,,,,,,,,,,,,,,,,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep,Shaped Isle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,,108,,,,,
11-Sep,Alliance Capital,,,,,,,,,,,,,,,,,,,,,413.5,,,,,,,,,,,,,,,,,,57.3,,,124.4,,,,,
OKN1,Pirate Ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,
OKN2,Pirate Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,113.9,,,,,
OKN3,King's Abode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,105.4,,,,,
OKN4,Mapped Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,99.9,,,,,
OKN5,Sunken Rock Seas,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,48.5,,,,,,,
OKN6,Two-Current Sea,,,,,,,,,,,,,,,,,,,,,111.8,,,,,,,,,,,,,,,,,,54.2,,,,,,,,
OKN7,Island of Wyverns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,
OKN8,Caldera Island,,,,,,,,,,,,,,,,,,,109.1,,,,,,,,137.8,,,,,,,,,,,,,,,,,,,,
OKN9,Stormy Seas,,,,,,,,,,,,,,,,,,,,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKN10,Archipelago (Quiet Bay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,114.7,60,,,,,
OKN11,Archipelago (Hidden island),,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,
OKN12,Bountiful Sea,,,,,,,,,,,,,,,,,,,59.7,,,,190.7,,,,,,,,,,,,,,,,,,,,,,,,
LDN1,Old Street,,,,,,,,,,,,,,,,,,,,,,,,119.3,,,,,,,,,,,,,,,,,,,,,,,
LDN2,White Chapel,,,,,,,,,,,,,,,,,,,,,,,,129.2,,,,,,,,,,,,,,,,,,140.3,,,,,
LDN3,City of London,,,,,,,,,,,,,,,,,,,,,,,,,,130.5,,,,,,,,,,,,,,,,,,,,,
LDN4,Soho,,,,,,,,,,,,,,,,,,,,,,,,276.2,,178.9,,,,,,,,,,,,,,,,94.9,,,,,
LDN5,Westminster,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,105.3,,,,,
LDN6,Regent Park,,,,,,,,,,,,,,,,,,,,,,,,162.5,359.1,,,,,,,,,,,,,,,,,,,,,,
LDN7,Clerkenwell,,,,,,,,,,,,,,,,,,,,,,,,72.3,,,,,,,,,,,,,,,,51.6,,,,,,,
LDN8,Southwark,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,,,,,,,,,,,,,,68.5,,,,,,,
LDN9,Hyde Park,,,,,,,,,,,,,,,,,,,,,,,,,74.3,,,,,,,,,,,,,,,54.4,,,,,,,
EPU1,Black Hills,,,,,,,,,,,,,,,,,,,,,,,,100.6,,,,,,,,,,,,,,,,,,,,,,,
EPU2,Riverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,,,51.5,,,,,
EPU3,Denver,,,,,,,,,,,,,,,,,,,,,,,,103.9,,,,,,,,,,,,,,,,,,141.3,,,,,
EPU4,Deming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,
EPU5,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,
EPU6,Alcatraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,,,158.1,,,,,
EPU7,Des Moines,89.5,,,,,,,,,,,,,,,,,,196.4,,,,,,,,,,,,,,,,,,,,,,,113.2,,,,,
EPU8,Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,116.7,,,,,
EPU9,Lubbock,,,,,,,148.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,,,,,,,,
EPU10,Alexandria,,,,,,149.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,,,,,,,
EPU11,Kearney,,,,,142.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,,
EPU12,Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,,,31.2,,,,,
EPU13,Washington,,,,246.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,,,,,,,
EPU14,Chicago,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,
CML1,Sandstorm Desert,,,,,,,,,234.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,,,
CML2,Dune of Dawn,,,,,,,,170,,,,,,,,,,,,,,134.5,,,,,,,,,,,,,,,,,,,,,,,,,
CML3,Wastelands of Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,
CML4,East Village,,,,,117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,
CML5,Fortress of the Round Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,,,,,,,,,,,43.2,,,,,,,,
CML6,Mausoleum of the Evening Bell,,,,,,,,,,,,,,,,,,,,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CML7,West Village Ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,
CML8,Atlas Institute,,,,,,,,,,,,,,,,,,,,,,,,98.9,245.8,,,,,,,,,,,,,,,,,,,,,,
CML9,Main Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,,,,,,,,,,,,,,,,,,,
CML10,Holy City,,,,167,,,,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,55.9,,,,,,,,
CML11,Hidden Village,,,,,,,,130.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,,,,
CML12,Royal Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,,,,,,,,,,,,,,131,,,,,
CML13,Land of the Void,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,,,,,,,,,,,,,,,,,,,,
CML14,Great Temple,,,,,,,,,181.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,,,,
BBL1,Fallen Babylon,,,,,,,,,,,,,,,,,,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL2,Northern Hill,,,,,,,113.1,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL3,Black Cedar Forest,,,,,,,,,,151.7,,,,,,,,,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL4,Plateau,,,,,,,,,,,,,,,,,,,78.7,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,
BBL5,Bog,,,,,,,,,,,,,,,,,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,53.8,,,
BBL6,Ur,115.8,,,,,,,,,,,,,,,,,,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL7,Eridu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,,,,
BBL8,Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,
BBL9,Field of Reeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,,
BBL10,Kutha,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL11,Northern Wall,,,,,,,,,,165.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,,,
BBL12,Nippur,,,173.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,,,
BBL13,Mt. Ebih,,,,,,,,,,,179.9,,,,,,,,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL14,Blood Fort,,,,,,,,,,115.4,,,,,,,,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJK1,Yoyogi 2-Chome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,
SJK2,Route 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,50.1,,
SJK3,Shinjuku Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,,
SJK4,Shinjuku 4-Chome,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,,
SJK5,Kabukicho,,,,,,,,,,,,,,,,,,,,,,,,67.3,,,,,,,,,,,,,,,,,,69.2,,,,,
SJK6,Barrel Tower,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,
SJK7,Party Hall,,,,,,,,,,,,,,,,,,,,,,,,107.3,,,,,,,,,,,,,,,,,,73.9,,,72.9,,
SJK8,Tower - Top Floor,,,,180,,,,,,,,,,,,,,,,,,,,101.8,,,,,,,,,,,,,,,,,,,,,,,
SJK9,Shinjuku Gyoen,,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4,,
SJK10,Shinjuku 2-chome,,,,,,115.8,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,,,,,,,,,,,,,,,
AGT1,Underground Plains,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,,,,,,
AGT2,Camping Ground,,,,,93.3,,,,,,,,,,,,,,117.8,,,,134.6,,,,,,,,,,,,,,,,,,,,,,,,
AGT3,Riverside Town,,,,,,,,,,,,,,,,,,,50.6,,,,97.5,,,,,,,,,,,,,,,,,,,,,,,,
AGT4,Peach Blossom Shangri-La,,,,,,,,,,,,,,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,
AGT5,Ys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,,,67.5,,,,,
AGT6,Northern Cliffs,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,,,,
AGT7,Nightless City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,53.7,,,,
AGT8,Foothills Jungle,,,,,,,,,,,,,,,,,,,137.2,,,,146.9,,,,,,,,,,,,,,,,,,42.5,,,,,,
AGT9,Palace of Dragon King,,,,,,,,,,,,166.7,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,,,,
AGT10,Great Underground River,,,,,,,,,,,,,,,,,,,82.9,,,,69.5,,,,,,,,,,,,,,,,,,,,,,,,
AGT11,El Dorado,,,,,,,,,,,,,,,,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,68.2,,,,,
AGT12,Chasm in the Earth,,,,,,,,,,,,,,,,,,,,,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,
SMS1,Rice Field,,,,,,,,,,,,,,,,,,,50.3,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMS2,Village,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,82.7,,,,,,,,,,,,69.3,,,,,
SMS3,Monastery,,,,,,,,,,,,,,,,,,,,83.4,,,,,,,,,,83.4,,,,,,,,,,,,,,,,,
SMS4,Castle Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,
SMS5,Battlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,,,,,,,,,,52.6,,68.4,,,,,
SMS6,Toke Castle,,,,,,,,,,,,221.3,,,,,,,,,,,,,,,,,,78.8,,,,,,,,,,,,72.2,,,,,
SMS7,Rear Mountain (Nameless Sacred Mountain),,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,,,87.1,,,,,,,,,,,,70.3,,,,,
SMS8,Arakawa Field,,,,,,,,,,,170.9,,,,,,,,,,,,,,,,,,,105.5,,,,,,,,,,,,70.1,,,,,
SLM1,Quiet Forest,,,,,,,,,,,,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLM2,Carter Residence,,162.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,
SLM3,Town Hall,,,,,,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,,,,
SLM4,Wharf,,,,,,,,,,,,,,,,,,,,,,,104.5,,,,,,,,,,,,,,,,,,,,52.6,,,,
SLM5,Whateley Residence,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,,,,,,,
SLM6,Isolated Mansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,,,51.6,
SLM7,Gallows Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,
SLM8,Meadow,,,,,,,,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,
SLM9,Empty House,,,,,,,,,,,,,,,,,,,,,,,101.8,,,,,,,,,,,,,,,,,,,,,,,52,
SLM10,Hideout,,,,,,,,,,,,,,,,,,,46.7,,,,140,,,,,,,,,,,,,,,,,,,,,,,,
SLM11,Jail,,,,,,,,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,,
ANA1,Anchor Point,,,,,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,
ANA2,Yaga Smolensk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5
ANA3,Icy Cavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.4,,,,,,,,,,,,,,,49.5,,,
ANA4,Rebel Stronghold,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
ANA5,Yaga Sychyovka,,,,,,,,,,,,,,,,,,,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7
ANA6,Burned Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4,,,,,,,,,,,,,,,,,,51.9
ANA7,Yaga Vyazma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,,,52.6
ANA8,Yaga Demensk,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,,,,,,,,,,,,,,,,
ANA9,Yaga Tula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,70.9,,,,,69.5
ANA10,Crushed Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,,83.1,,,,,,,,,,,,,,,,
ANA11,Yaga Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,
ANA12,Strath Stronghold,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,,,,,73.6
ANA13,Base of the Great Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,,,,,,,,,,,70,,71.4,,,
ANA14,Yaga Ryazan,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,,,,,,,,,,,,,,,,
GTT1,Landing Point,,,,,,,,,,165.3,,,,,,,,,77.2,,,,,,,,,,,,,,,,,,,,,,,64.8,,,,,
GTT2,Thin Ice Hill,,,,,,,,,,,,,,,,,,,78.3,,,,,,,,,,,,,79.6,,,,,,,,,,,,,,,
GTT3,Giant's Flower Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,
GTT4,Village 23,,,,,,,,,,,,,,,,,,,82.3,,,,,,,,,,,,,,87.1,,,,,,,,,,,,,,
GTT5,Hero's Lair,,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,,82.2,,,,,,,,,,,,,,,
GTT6,Castle of Snow and Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,,,,,,,,,,,,,
GTT7,Road to the End,,,,,,,,,,118.7,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,,,,,,,,,,
GTT8,Flaming Mansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,85,,,,,,,,,,,,,,
GTT9,Village 67,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,82.6,,,,,,,,,,,,,,
GTT10,North Boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,,,,,,,,,69.5,,,,,
GTT11,Forgotten Shrine,,,,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,,,,,,,,,,,,,,
SIN1,Seeding Point,,,,,,,,,,,,,,,,,,,,,,,,66.4,,,,,,,,,,,,,,,,,,,,50.8,,,
SIN2,Neighboring Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9,,,,,,,,,,,,49.4,,,
SIN3,Icy Cave,,,,,,,,,,,,196.6,,,,,,,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN4,Akuta's Camp,,,,,,,,,,,,,,,,,,,,,,,,102.5,,,,,,,,112.7,,,,,,,,,,70.7,,,,,
SIN5,Jingyang Field,,,,,,,,,,,,,133.5,,,,,,,,,,,,,,,,,,,101.3,,,,,,,,,,65.5,,,,,
SIN6,Shanyang Hill,,,,,,,,,,,,,137.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,69.6,,,
